員工編號(EmployeeNumber),性別(Gender),年齡(Age),是否為成年人(Over18),婚姻狀態(MaritalStatus),通勤距離(DistanceFromHome),教育程度(Education),教育專業領域(EducationField),部門(Department),職位名稱(JobRole),職位等級(JobLevel),在該公司工作總年資(YearsAtCompany),在該職位工作年資(YearsInCurrentRole),在該職等工作年資(YearsSinceLastPromotion),與現任管理者工作年資(YearsWithCurrManager),總工作年資(TotalWorkingYears),過去工作公司家數(NumCompaniesWorked),每日工資額(DailyRate),每小時工資額(HourlyRate),月收入(MonthlyIncome),月費率(MonthlyRate),標準工作時間(StandardHours),加班(OverTime),調薪百分比(PercentSalaryHike),股票選擇權等級(StockOptionLevel),績效評估(PerformanceRating),出差頻率(BusinessTravel),去年訓練時間(TrainingTimesLastYear),工作滿意度(JobSatisfaction),工作環境滿意度(EnvironmentSatisfaction),工作投入(JobInvolvement),工作生活平衡(WorkLifeBalance),人際關係滿意度(RelationshipSatisfaction),離職(Attrition)
214,Female,58,Y,Married,9,3,Medical,Research & Development,Research Scientist,1,1,0,0,0,9,4,1145,75,3346,11873,80,Yes,20,1,4,Travel_Rarely,3,2,2,2,2,2,No
21,Male,32,Y,Divorced,5,2,Life Sciences,Research & Development,Research Scientist,1,6,2,0,5,7,0,334,80,3298,15053,80,Yes,12,2,3,Travel_Rarely,5,2,1,4,2,4,No
1513,Female,29,Y,Married,2,1,Life Sciences,Research & Development,Laboratory Technician,1,3,2,0,2,4,0,410,97,3180,4668,80,No,13,3,3,Travel_Frequently,3,2,4,3,3,3,No
749,Male,29,Y,Single,10,3,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,1,1396,99,2642,2755,80,No,11,0,3,Travel_Rarely,6,3,3,3,3,3,No
913,Male,44,Y,Married,9,2,Life Sciences,Research & Development,Research Scientist,1,8,7,7,1,8,1,661,61,2559,7508,80,Yes,13,0,3,Travel_Rarely,0,1,2,3,3,4,No
1684,Male,23,Y,Single,8,1,Medical,Research & Development,Laboratory Technician,1,5,4,1,2,5,1,1320,93,3989,20586,80,Yes,11,0,3,Travel_Rarely,2,3,4,2,3,1,Yes
1436,Female,36,Y,Married,16,4,Marketing,Sales,Sales Executive,2,3,2,0,2,11,4,329,98,5647,13494,80,No,13,2,3,Travel_Rarely,3,1,3,2,2,1,No
1727,Male,46,Y,Single,13,4,Life Sciences,Research & Development,Healthcare Representative,2,10,7,0,9,19,6,717,34,5562,9697,80,No,14,0,3,Travel_Rarely,3,2,3,3,3,4,No
1346,Male,40,Y,Single,2,3,Life Sciences,Research & Development,Research Scientist,2,9,8,8,8,9,1,523,98,4661,22455,80,No,13,0,3,Travel_Rarely,4,4,3,3,3,3,No
1948,Male,31,Y,Divorced,3,2,Medical,Research & Development,Research Scientist,1,4,2,2,3,4,1,976,48,3065,3995,80,Yes,13,1,3,Non-Travel,3,1,3,3,4,4,No
389,Male,55,Y,Married,20,2,Technical Degree,Research & Development,Laboratory Technician,2,10,7,0,8,12,3,147,37,5415,15972,80,Yes,19,1,3,Travel_Rarely,4,4,2,3,3,4,No
1107,Male,26,Y,Divorced,21,3,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,1,1330,37,2377,19373,80,No,20,1,4,Travel_Rarely,0,3,1,3,2,3,Yes
309,Male,59,Y,Married,3,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,7,3,142,70,2177,8456,80,No,17,1,3,Travel_Rarely,6,4,3,2,3,1,No
33,Female,32,Y,Single,16,1,Life Sciences,Research & Development,Research Scientist,1,10,2,6,7,10,1,1125,72,3919,4681,80,Yes,22,0,4,Travel_Frequently,5,1,2,1,3,2,Yes
585,Male,30,Y,Single,7,1,Marketing,Sales,Sales Representative,1,3,2,1,2,4,0,413,57,2983,18398,80,No,14,0,3,Travel_Rarely,3,2,4,3,3,1,No
2013,Male,32,Y,Married,1,4,Medical,Sales,Sales Representative,1,2,2,2,2,3,0,234,68,2269,18024,80,No,14,1,3,Travel_Rarely,2,2,2,2,3,2,No
315,Male,29,Y,Single,18,1,Medical,Research & Development,Research Scientist,1,4,3,0,1,4,1,896,86,2389,14961,80,Yes,13,0,3,Travel_Rarely,3,4,3,2,2,3,Yes
49,Female,35,Y,Married,2,3,Marketing,Sales,Sales Representative,1,2,2,2,2,2,1,890,97,2014,9687,80,No,13,0,3,Travel_Rarely,3,4,4,3,3,1,No
1038,Female,52,Y,Married,2,1,Marketing,Sales,Manager,5,32,14,6,9,33,1,266,57,19845,25846,80,No,15,1,3,Travel_Rarely,3,4,1,1,3,4,Yes
1474,Male,40,Y,Divorced,2,3,Medical,Research & Development,Research Scientist,1,3,1,1,2,8,2,896,68,2345,8045,80,No,14,1,3,Travel_Rarely,3,3,3,3,4,3,No
631,Male,32,Y,Married,11,4,Other,Sales,Sales Executive,2,4,2,1,2,6,8,1474,60,4707,23914,80,No,12,0,3,Non-Travel,2,3,4,4,3,4,Yes
1756,Female,33,Y,Single,2,3,Marketing,Sales,Sales Executive,2,11,7,1,7,13,8,1283,62,5147,10697,80,No,15,0,3,Non-Travel,2,2,4,3,2,4,No
2031,Male,42,Y,Married,2,3,Life Sciences,Research & Development,Manager,5,22,6,4,14,24,5,300,56,18880,17312,80,No,11,0,3,Travel_Rarely,2,3,1,3,2,1,No
958,Male,36,Y,Single,2,4,Medical,Research & Development,Laboratory Technician,1,11,8,3,9,16,4,938,79,2519,12287,80,No,21,0,4,Travel_Rarely,6,3,3,3,3,3,No
1900,Female,48,Y,Divorced,22,3,Medical,Research & Development,Manager,4,22,17,4,7,24,3,117,58,17174,2437,80,No,11,1,3,Travel_Frequently,3,4,4,3,3,2,No
887,Female,49,Y,Married,1,3,Technical Degree,Research & Development,Research Scientist,1,4,2,0,2,7,2,1418,36,3580,10554,80,No,16,1,3,Travel_Rarely,2,1,3,3,3,2,No
1778,Male,43,Y,Single,2,3,Life Sciences,Human Resources,Human Resources,1,9,7,1,8,10,0,244,97,3539,5033,80,No,13,0,3,Travel_Rarely,5,4,2,3,3,2,No
1631,Male,37,Y,Married,19,3,Life Sciences,Research & Development,Manufacturing Director,2,4,3,0,2,9,3,671,85,5768,26493,80,No,17,3,3,Travel_Rarely,2,3,3,3,2,1,No
1719,Female,45,Y,Single,28,2,Technical Degree,Research & Development,Research Director,4,21,6,8,6,21,1,1005,48,16704,17119,80,No,11,0,3,Travel_Rarely,2,2,4,2,3,3,No
1873,Male,55,Y,Married,2,4,Technical Degree,Research & Development,Research Scientist,1,5,2,0,4,19,8,836,98,2662,7975,80,No,20,1,4,Travel_Rarely,2,4,2,2,4,2,No
1111,Male,28,Y,Divorced,1,3,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1009,45,2596,7160,80,No,15,2,3,Travel_Frequently,2,2,1,2,3,1,Yes
217,Male,22,Y,Married,19,1,Medical,Research & Development,Research Scientist,1,2,2,2,2,2,1,1256,80,2323,11992,80,No,24,2,4,Travel_Rarely,6,4,3,3,3,1,No
1338,Male,56,Y,Single,8,4,Life Sciences,Human Resources,Manager,5,7,3,7,7,36,6,206,99,19717,4022,80,No,14,0,3,Travel_Rarely,4,2,4,3,3,1,No
1667,Male,35,Y,Single,12,4,Other,Sales,Sales Executive,2,11,9,6,7,13,3,880,36,4581,10414,80,Yes,24,0,4,Travel_Frequently,2,4,4,3,4,1,Yes
1138,Male,49,Y,Married,8,4,Technical Degree,Sales,Sales Executive,4,9,8,2,3,22,6,174,56,13120,11879,80,No,17,1,3,Travel_Rarely,3,2,4,2,3,2,No
1746,Male,24,Y,Married,10,3,Medical,Human Resources,Human Resources,1,2,2,2,1,3,0,897,59,2145,2097,80,No,14,1,3,Travel_Frequently,2,4,1,3,3,4,No
1228,Male,46,Y,Divorced,2,4,Technical Degree,Research & Development,Manufacturing Director,2,6,3,1,4,12,2,150,60,7379,17433,80,No,11,1,3,Travel_Rarely,3,4,4,3,2,3,No
1277,Female,45,Y,Single,2,3,Marketing,Sales,Manager,5,24,10,1,11,26,2,1449,94,18824,2493,80,Yes,16,0,3,Travel_Rarely,2,2,1,1,3,1,Yes
205,Male,53,Y,Married,6,2,Marketing,Sales,Sales Representative,2,7,7,4,5,13,2,1436,34,2306,16047,80,Yes,20,1,4,Travel_Rarely,3,3,2,3,1,4,No
1888,Female,45,Y,Married,25,2,Life Sciences,Research & Development,Manufacturing Director,2,9,8,3,8,10,0,556,93,5906,23888,80,No,13,2,3,Travel_Rarely,2,4,2,2,2,4,No
692,Male,33,Y,Divorced,6,3,Life Sciences,Research & Development,Healthcare Representative,2,13,11,4,7,15,3,1296,30,7725,5335,80,No,23,1,4,Travel_Frequently,2,4,3,3,1,3,No
1602,Male,46,Y,Single,1,4,Life Sciences,Sales,Manager,4,26,0,0,12,27,1,563,56,17567,3156,80,No,15,0,3,Travel_Rarely,5,1,4,4,1,2,No
1728,Male,35,Y,Married,27,4,Life Sciences,Research & Development,Manufacturing Director,2,7,7,0,7,17,2,1370,49,6883,5151,80,No,16,1,3,Travel_Rarely,3,3,4,3,3,2,No
138,Female,34,Y,Single,6,4,Other,Research & Development,Research Scientist,2,16,13,2,10,16,1,665,41,4809,12482,80,No,14,0,3,Travel_Rarely,3,3,1,3,3,3,No
812,Male,24,Y,Divorced,9,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1092,60,2694,26551,80,No,11,3,3,Non-Travel,4,2,3,2,3,3,No
1826,Male,35,Y,Married,23,4,Medical,Research & Development,Laboratory Technician,1,5,4,0,3,6,0,185,91,2705,9696,80,No,16,1,3,Travel_Rarely,2,3,2,1,4,2,No
1612,Male,45,Y,Married,26,3,Marketing,Sales,Sales Executive,2,10,7,4,5,10,1,336,52,4385,24162,80,No,15,1,3,Non-Travel,2,1,1,2,3,1,No
70,Male,35,Y,Married,11,2,Medical,Research & Development,Healthcare Representative,3,4,0,2,3,10,2,1097,79,9884,8302,80,Yes,13,1,3,Non-Travel,3,1,3,2,3,3,No
204,Male,35,Y,Married,1,5,Marketing,Sales,Sales Executive,3,10,8,0,6,10,1,662,94,7295,11439,80,No,13,2,3,Travel_Rarely,3,2,3,3,3,1,No
534,Male,41,Y,Married,1,3,Marketing,Sales,Sales Executive,3,10,7,0,7,10,1,645,49,8392,19566,80,No,16,1,3,Travel_Rarely,2,1,2,4,3,3,No
2009,Female,33,Y,Married,15,2,Medical,Research & Development,Healthcare Representative,2,9,7,8,1,10,0,501,95,4878,21653,80,Yes,13,1,3,Travel_Rarely,6,4,2,3,3,1,No
286,Female,36,Y,Single,18,1,Medical,Research & Development,Laboratory Technician,1,8,1,1,7,8,1,635,73,2153,7703,80,No,13,0,3,Travel_Frequently,2,4,2,3,3,1,No
1982,Male,23,Y,Single,12,2,Other,Research & Development,Laboratory Technician,1,5,2,1,4,5,1,571,78,2647,13672,80,No,13,0,3,Travel_Rarely,6,4,4,3,4,3,No
1586,Male,29,Y,Single,3,1,Medical,Research & Development,Laboratory Technician,1,10,9,1,5,10,1,1370,87,4723,16213,80,Yes,18,0,3,Travel_Rarely,3,1,2,3,3,4,No
12,Male,38,Y,Single,23,3,Life Sciences,Research & Development,Manufacturing Director,3,9,7,1,8,10,0,216,44,9526,8787,80,No,21,0,4,Travel_Frequently,2,3,4,2,3,2,No
1430,Female,31,Y,Single,8,5,Life Sciences,Research & Development,Research Director,4,3,2,1,0,9,3,182,93,16422,8847,80,No,11,0,3,Travel_Rarely,3,2,1,3,4,3,No
1849,Male,43,Y,Married,2,4,Life Sciences,Sales,Sales Executive,2,7,7,7,7,7,1,1422,92,5675,19246,80,No,20,1,4,Travel_Frequently,5,4,1,3,3,3,No
1494,Male,24,Y,Single,9,3,Medical,Research & Development,Laboratory Technician,1,0,0,0,0,4,2,381,89,3172,16998,80,Yes,11,0,3,Travel_Frequently,2,1,2,3,2,3,Yes
606,Male,45,Y,Married,2,3,Other,Sales,Sales Executive,2,8,7,3,7,9,0,561,61,4805,16177,80,No,19,1,3,Travel_Rarely,3,2,4,3,4,2,No
347,Female,42,Y,Single,17,2,Life Sciences,Research & Development,Research Scientist,2,3,2,0,2,10,3,916,82,6545,23016,80,Yes,13,0,3,Travel_Rarely,1,1,4,4,3,3,No
1252,Female,31,Y,Single,24,3,Medical,Research & Development,Healthcare Representative,2,10,9,1,8,10,1,1062,96,6812,17198,80,No,19,0,3,Travel_Rarely,2,1,3,2,3,2,No
1799,Male,28,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,1,5,3,0,3,5,1,1181,82,2044,5531,80,No,11,1,3,Travel_Rarely,6,4,3,3,4,3,No
1234,Female,32,Y,Married,13,3,Other,Research & Development,Laboratory Technician,1,2,2,2,2,2,1,116,77,2743,7331,80,No,20,1,4,Travel_Frequently,2,2,3,2,3,3,No
1952,Male,26,Y,Single,1,3,Medical,Research & Development,Laboratory Technician,1,7,7,7,6,8,0,157,95,2867,20006,80,No,13,0,3,Travel_Rarely,6,1,3,3,2,4,No
861,Male,30,Y,Divorced,5,4,Life Sciences,Research & Development,Research Scientist,1,5,4,0,3,10,9,1012,75,3761,2373,80,No,12,1,3,Travel_Frequently,3,4,2,2,2,2,No
465,Male,23,Y,Divorced,26,1,Life Sciences,Research & Development,Research Scientist,1,4,2,0,2,4,1,1309,83,2904,16092,80,No,12,2,3,Travel_Rarely,2,4,3,3,2,3,No
1766,Male,38,Y,Married,18,3,Medical,Research & Development,Healthcare Representative,2,1,0,1,0,15,3,833,60,5811,24539,80,Yes,16,1,3,Travel_Rarely,2,4,2,1,3,3,No
362,Male,32,Y,Single,2,1,Technical Degree,Research & Development,Laboratory Technician,2,6,2,0,4,9,4,128,84,2176,19737,80,No,13,0,3,Travel_Rarely,5,1,4,2,3,4,No
202,Female,40,Y,Divorced,26,3,Medical,Research & Development,Research Scientist,2,20,7,2,13,20,1,1395,54,5605,8504,80,No,11,1,3,Travel_Frequently,2,2,2,3,3,1,No
635,Female,37,Y,Married,1,4,Life Sciences,Research & Development,Manufacturing Director,2,6,5,4,3,8,6,446,65,6447,15701,80,No,12,1,3,Travel_Rarely,2,2,2,3,2,2,No
888,Male,24,Y,Married,4,1,Life Sciences,Research & Development,Laboratory Technician,1,5,2,3,4,6,0,1269,46,3162,10778,80,No,17,0,3,Non-Travel,2,4,1,2,2,4,No
2048,Male,40,Y,Single,2,4,Life Sciences,Research & Development,Research Scientist,1,2,2,2,2,8,2,1322,52,2809,2725,80,No,14,0,3,Travel_Rarely,2,3,3,2,3,4,No
1949,Male,36,Y,Married,9,4,Life Sciences,Research & Development,Laboratory Technician,1,5,4,0,2,5,1,1351,66,2810,9238,80,No,22,0,4,Non-Travel,3,2,1,4,3,2,No
758,Male,23,Y,Married,9,1,Medical,Research & Development,Laboratory Technician,1,4,3,0,2,5,1,650,37,2500,4344,80,No,14,1,3,Travel_Rarely,2,1,2,3,4,4,No
1295,Female,44,Y,Married,15,3,Medical,Research & Development,Healthcare Representative,3,10,7,0,5,10,1,621,73,7978,14075,80,No,11,1,3,Travel_Rarely,2,4,1,3,3,4,Yes
659,Female,42,Y,Married,2,4,Life Sciences,Research & Development,Healthcare Representative,2,10,2,2,2,10,1,622,81,4089,5718,80,No,13,2,3,Travel_Rarely,4,4,3,3,3,2,No
1865,Male,29,Y,Married,6,1,Medical,Human Resources,Human Resources,1,1,0,0,0,1,1,352,87,2804,15434,80,No,11,0,3,Travel_Rarely,3,2,4,2,3,4,No
1649,Male,40,Y,Single,7,3,Life Sciences,Research & Development,Laboratory Technician,1,4,2,0,3,10,3,1329,73,2166,3339,80,Yes,14,0,3,Travel_Rarely,3,1,1,3,1,2,Yes
198,Male,30,Y,Single,2,1,Medical,Research & Development,Laboratory Technician,1,5,3,1,2,6,0,1427,35,2720,11162,80,No,13,0,3,Travel_Rarely,3,4,2,2,3,4,No
533,Female,30,Y,Single,12,3,Technical Degree,Sales,Sales Executive,2,5,4,4,4,6,0,1082,83,6577,19558,80,No,11,0,3,Travel_Rarely,6,3,2,3,3,2,No
1334,Male,42,Y,Married,2,1,Life Sciences,Research & Development,Manager,4,20,8,2,10,21,0,495,37,17861,26582,80,Yes,13,0,3,Non-Travel,3,3,3,3,2,4,No
1943,Male,42,Y,Divorced,12,4,Marketing,Sales,Sales Executive,2,0,0,0,0,14,3,419,77,5087,2900,80,Yes,12,2,3,Travel_Rarely,4,4,2,3,3,3,No
916,Male,28,Y,Single,5,4,Medical,Sales,Sales Executive,2,4,2,0,2,4,1,821,98,4908,24252,80,No,14,0,3,Travel_Rarely,3,4,1,3,3,2,No
622,Male,26,Y,Single,24,3,Technical Degree,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,471,66,2340,23213,80,Yes,18,0,3,Travel_Rarely,3,4,3,1,1,2,Yes
253,Female,40,Y,Married,4,1,Medical,Research & Development,Manager,5,20,8,9,9,21,1,989,46,19033,6499,80,No,14,1,3,Travel_Rarely,2,3,4,3,3,2,No
1617,Female,49,Y,Married,25,4,Life Sciences,Research & Development,Laboratory Technician,1,9,6,1,4,10,1,722,84,3211,22102,80,No,14,1,3,Travel_Rarely,3,1,3,3,2,4,No
1718,Male,26,Y,Married,17,4,Medical,Research & Development,Laboratory Technician,1,3,2,0,2,3,1,390,62,2305,6217,80,No,15,3,3,Travel_Rarely,3,3,4,1,4,3,No
842,Male,55,Y,Single,2,1,Medical,Sales,Sales Executive,2,9,7,7,3,12,4,436,37,5160,21519,80,No,16,0,3,Travel_Rarely,3,4,3,3,2,3,Yes
194,Female,30,Y,Single,18,3,Life Sciences,Research & Development,Research Scientist,1,5,4,0,4,5,1,438,75,2632,23910,80,No,14,0,3,Travel_Rarely,4,3,1,3,2,3,No
1040,Female,50,Y,Married,1,3,Life Sciences,Sales,Sales Executive,2,18,7,0,13,19,0,145,95,6347,24920,80,No,12,1,3,Non-Travel,3,3,4,3,3,1,No
1380,Female,35,Y,Married,18,4,Marketing,Sales,Sales Executive,2,4,2,3,2,5,0,662,67,4614,23288,80,Yes,18,1,3,Travel_Frequently,0,3,4,3,2,3,Yes
270,Female,42,Y,Divorced,21,2,Medical,Research & Development,Manufacturing Director,2,5,3,0,2,11,2,926,36,5265,16439,80,No,16,1,3,Non-Travel,5,3,3,3,3,2,No
1238,Male,33,Y,Married,9,3,Medical,Research & Development,Research Scientist,1,14,10,4,10,15,0,117,60,2781,6311,80,No,13,1,3,Travel_Rarely,5,4,1,3,3,2,No
385,Male,50,Y,Divorced,4,1,Life Sciences,Research & Development,Research Director,5,10,4,1,6,28,3,797,96,19144,15815,80,No,14,2,3,Travel_Rarely,4,2,1,3,2,1,No
401,Male,26,Y,Single,4,4,Marketing,Sales,Sales Executive,2,8,7,7,4,8,1,950,48,5828,8450,80,Yes,12,0,3,Travel_Rarely,0,4,4,2,3,2,Yes
2027,Male,29,Y,Married,1,4,Medical,Research & Development,Research Scientist,1,2,2,2,2,4,9,1092,36,4787,26124,80,Yes,14,3,3,Travel_Rarely,3,4,1,3,4,2,Yes
531,Male,39,Y,Divorced,1,1,Life Sciences,Research & Development,Manager,5,21,8,1,6,21,1,1218,52,19197,8213,80,Yes,14,1,3,Travel_Frequently,3,3,2,3,3,3,No
161,Female,56,Y,Married,14,4,Life Sciences,Research & Development,Research Scientist,1,5,4,4,3,7,9,441,72,4963,4510,80,Yes,18,3,3,Travel_Rarely,2,2,2,3,3,1,Yes
1694,Male,55,Y,Divorced,22,3,Technical Degree,Research & Development,Research Scientist,1,4,2,1,2,8,5,1441,94,3537,23737,80,No,12,1,3,Travel_Rarely,1,2,1,2,3,4,No
277,Male,34,Y,Divorced,10,4,Medical,Research & Development,Research Scientist,1,5,3,2,0,5,1,878,43,3815,5972,80,Yes,17,1,3,Travel_Frequently,4,3,4,3,4,4,No
1164,Male,35,Y,Single,8,4,Technical Degree,Human Resources,Human Resources,1,5,4,1,4,6,1,528,100,4323,7108,80,No,17,0,3,Travel_Rarely,2,3,3,3,1,2,No
338,Female,33,Y,Married,5,4,Life Sciences,Research & Development,Research Scientist,1,2,2,0,2,2,1,832,63,2911,14776,80,No,13,1,3,Travel_Rarely,2,4,3,2,2,3,No
1967,Male,31,Y,Married,26,4,Marketing,Sales,Sales Executive,2,10,7,0,8,10,1,754,63,5617,21075,80,Yes,11,0,3,Travel_Frequently,4,4,1,3,3,3,Yes
1947,Male,28,Y,Single,16,3,Medical,Research & Development,Research Scientist,1,5,3,1,4,5,1,1103,49,2144,2122,80,No,14,0,3,Non-Travel,3,3,3,3,2,3,No
1624,Female,18,Y,Single,3,2,Medical,Sales,Sales Representative,1,0,0,0,0,0,1,544,70,1569,18420,80,Yes,12,0,3,Travel_Frequently,2,4,2,3,4,3,Yes
513,Male,36,Y,Married,2,2,Medical,Sales,Sales Executive,3,10,9,9,0,10,1,164,61,7596,3809,80,No,13,2,3,Travel_Rarely,2,3,2,2,3,2,No
1816,Female,30,Y,Single,10,3,Medical,Research & Development,Manufacturing Director,3,7,7,0,2,9,9,1092,64,9667,2739,80,No,14,0,3,Travel_Rarely,3,3,1,3,3,2,No
1195,Female,45,Y,Married,7,3,Medical,Research & Development,Research Scientist,1,3,2,0,2,7,4,1457,83,4477,20100,80,Yes,19,1,3,Travel_Rarely,2,3,1,3,2,3,No
303,Female,54,Y,Married,3,3,Marketing,Sales,Sales Executive,2,6,2,0,5,16,2,1147,52,5940,17011,80,No,14,1,3,Travel_Rarely,4,1,4,3,3,4,No
889,Male,32,Y,Married,5,2,Life Sciences,Sales,Sales Executive,2,10,8,5,3,10,1,379,48,6524,8891,80,No,14,1,3,Travel_Frequently,3,2,2,3,3,4,No
2,Male,49,Y,Married,8,1,Life Sciences,Research & Development,Research Scientist,2,10,7,1,7,10,1,279,61,5130,24907,80,No,23,1,4,Travel_Frequently,3,2,3,2,3,4,No
148,Female,54,Y,Single,26,3,Human Resources,Human Resources,Manager,4,5,3,4,4,23,2,142,30,17328,13871,80,Yes,12,0,3,Non-Travel,3,4,4,4,3,3,No
975,Female,35,Y,Married,18,3,Medical,Sales,Sales Executive,2,5,2,1,0,5,1,1219,86,4601,6179,80,No,16,0,3,Travel_Rarely,3,3,3,3,3,2,No
1974,Female,31,Y,Divorced,2,1,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1276,59,1129,17536,80,Yes,11,3,3,Travel_Rarely,4,4,4,1,3,3,No
1329,Male,41,Y,Single,10,2,Medical,Sales,Sales Executive,2,19,2,11,9,19,1,256,40,6151,22074,80,No,13,0,3,Non-Travel,4,2,3,1,3,1,No
1809,Male,37,Y,Single,10,4,Medical,Research & Development,Manufacturing Director,2,10,3,0,8,10,1,370,58,4213,4992,80,No,15,0,3,Travel_Rarely,4,1,4,3,1,2,Yes
1862,Male,32,Y,Single,2,4,Marketing,Sales,Sales Executive,2,2,2,2,2,7,7,414,82,9907,26186,80,Yes,12,0,3,Travel_Rarely,3,2,3,2,2,3,Yes
591,Male,42,Y,Married,5,2,Other,Research & Development,Laboratory Technician,1,2,2,2,0,8,4,1474,97,2093,9260,80,No,17,1,3,Travel_Frequently,4,3,2,3,3,4,No
1604,Male,28,Y,Married,24,3,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,1,329,51,2408,7324,80,Yes,17,3,3,Travel_Rarely,3,2,3,3,3,3,Yes
1760,Female,38,Y,Married,2,2,Medical,Research & Development,Laboratory Technician,1,6,1,0,5,9,4,594,75,2468,15963,80,No,14,1,3,Travel_Frequently,4,2,3,2,2,2,No
923,Female,21,Y,Single,18,1,Other,Research & Development,Research Scientist,1,1,0,0,0,1,1,1427,65,2693,8870,80,No,19,0,3,Travel_Rarely,3,4,4,3,2,1,Yes
1886,Female,35,Y,Married,16,2,Other,Research & Development,Manufacturing Director,2,3,2,0,2,4,0,219,44,4788,25388,80,Yes,11,0,3,Travel_Rarely,2,2,4,2,3,4,No
1761,Male,31,Y,Married,16,4,Marketing,Sales,Sales Executive,3,1,0,0,0,10,2,1079,70,8161,19002,80,No,13,3,3,Travel_Rarely,2,3,1,3,3,1,Yes
1829,Female,40,Y,Divorced,12,3,Life Sciences,Research & Development,Healthcare Representative,2,7,4,7,7,15,2,750,47,4448,10748,80,No,12,1,3,Travel_Rarely,3,1,2,3,3,2,No
433,Male,52,Y,Married,8,4,Medical,Research & Development,Research Scientist,2,8,2,7,7,11,2,723,85,4941,17747,80,No,15,0,3,Travel_Rarely,3,2,3,2,2,1,Yes
900,Female,37,Y,Married,21,2,Medical,Sales,Sales Representative,1,5,4,0,0,10,5,1231,54,2973,21222,80,No,15,1,3,Travel_Frequently,3,4,3,3,3,2,No
991,Male,31,Y,Single,9,2,Medical,Research & Development,Research Scientist,1,3,2,1,2,4,0,335,46,2321,10322,80,Yes,22,0,4,Non-Travel,0,1,3,2,3,1,Yes
1798,Male,33,Y,Married,8,4,Life Sciences,Research & Development,Research Scientist,1,10,8,7,6,14,6,867,90,3143,6076,80,No,19,1,3,Travel_Rarely,1,1,4,4,3,2,No
1368,Female,18,Y,Single,1,3,Life Sciences,Research & Development,Laboratory Technician,1,0,0,0,0,0,1,1124,97,1611,19305,80,No,15,0,3,Non-Travel,5,4,4,3,4,3,No
867,Female,52,Y,Married,25,4,Medical,Research & Development,Manufacturing Director,4,9,8,0,0,31,3,890,81,13826,19028,80,No,22,0,4,Travel_Frequently,3,4,3,2,3,3,No
875,Male,42,Y,Single,2,1,Medical,Research & Development,Research Scientist,1,2,1,2,2,8,5,1271,35,2515,9068,80,Yes,14,0,3,Travel_Frequently,2,4,2,3,3,4,No
1751,Female,27,Y,Single,8,3,Medical,Research & Development,Research Scientist,1,6,2,1,4,6,1,1054,67,3445,6152,80,No,11,0,3,Travel_Rarely,5,4,3,3,2,3,No
2017,Female,37,Y,Married,10,3,Life Sciences,Research & Development,Research Director,3,16,11,6,8,16,1,161,42,13744,15471,80,Yes,25,1,4,Travel_Rarely,2,4,3,4,3,1,No
1757,Female,49,Y,Single,11,4,Marketing,Sales,Sales Executive,2,5,1,0,4,8,3,1313,80,4507,8191,80,No,12,0,3,Travel_Rarely,1,4,4,3,4,3,No
1909,Female,41,Y,Married,8,3,Marketing,Sales,Sales Executive,2,5,4,1,4,14,5,337,54,4393,26841,80,No,21,1,4,Travel_Rarely,3,2,3,3,3,3,No
1105,Female,37,Y,Divorced,10,4,Life Sciences,Sales,Sales Executive,2,1,0,0,0,8,2,309,88,6694,24223,80,Yes,14,3,3,Travel_Rarely,5,4,4,2,3,3,No
896,Female,29,Y,Divorced,1,3,Medical,Sales,Sales Representative,1,3,2,0,2,5,6,341,48,2800,23522,80,Yes,19,3,3,Travel_Rarely,3,3,2,2,3,3,Yes
1427,Female,31,Y,Single,1,4,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,1,667,50,1359,16154,80,No,12,0,3,Travel_Frequently,3,3,2,1,3,2,Yes
769,Male,53,Y,Single,6,3,Life Sciences,Research & Development,Laboratory Technician,2,2,2,2,2,19,2,346,86,2450,10919,80,No,17,0,3,Travel_Rarely,4,4,4,3,3,4,No
950,Female,38,Y,Married,1,3,Technical Degree,Research & Development,Research Director,3,15,12,5,11,15,1,1333,80,13582,16292,80,No,13,1,3,Travel_Rarely,3,1,4,3,3,2,No
802,Female,37,Y,Divorced,10,1,Life Sciences,Research & Development,Research Scientist,1,5,3,4,3,6,0,571,82,2782,19905,80,Yes,13,2,3,Travel_Rarely,3,1,4,3,2,2,No
1568,Male,30,Y,Married,29,4,Technical Degree,Sales,Sales Executive,3,4,2,1,3,9,3,1288,33,9250,17799,80,No,12,1,3,Travel_Rarely,3,2,3,3,3,2,No
1772,Male,41,Y,Divorced,9,4,Life Sciences,Research & Development,Laboratory Technician,1,5,3,0,4,5,1,548,94,2289,20520,80,No,20,2,4,Travel_Rarely,2,1,3,3,3,2,No
